+---------------------+----------------------------------------------+----------+-------------+
| NOTE: The Hardness and Resistance values are the raw base values in the fields              |
| of the Block class in question. The actual final values may be different                    |
| for different states of the block, or they may depend on a TileEntity etc.                  |
+---------------------+----------------------------------------------+----------+-------------+
| Mod name            | Registry name                                | Hardness |  Resistance |
| Pixelmon            | pixelmon:berrytree_pomeg                     |     0.00 |        0.00 |
| Pixelmon            | pixelmon:berrytree_qualot                    |     0.00 |        0.00 |
| Pixelmon            | pixelmon:berrytree_rawst                     |     0.00 |        0.00 |
| Pixelmon            | pixelmon:berrytree_rindo                     |     0.00 |        0.00 |
| Pixelmon            | pixelmon:berrytree_roseli                    |     0.00 |        0.00 |
| Pixelmon            | pixelmon:berrytree_rowap                     |     0.00 |        0.00 |
| Pixelmon            | pixelmon:berrytree_salac                     |     0.00 |        0.00 |
| Pixelmon            | pixelmon:berrytree_shuca                     |     0.00 |        0.00 |
| Pixelmon            | pixelmon:berrytree_sitrus                    |     0.00 |        0.00 |
| Pixelmon            | pixelmon:berrytree_starf                     |     0.00 |        0.00 |
| Pixelmon            | pixelmon:berrytree_tamato                    |     0.00 |        0.00 |
| Pixelmon            | pixelmon:berrytree_tanga                     |     0.00 |        0.00 |
| Pixelmon            | pixelmon:berrytree_wacan                     |     0.00 |        0.00 |
| Pixelmon            | pixelmon:berrytree_wiki                      |     0.00 |        0.00 |
| Pixelmon            | pixelmon:berrytree_yache                     |     0.00 |        0.00 |
| Pixelmon            | pixelmon:birch_bench                         |     1.00 |        5.00 |
| Pixelmon            | pixelmon:black_apricorn_tree                 |     2.00 |       10.00 |
| Pixelmon            | pixelmon:black_armchair                      |     0.50 |        2.50 |
| Pixelmon            | pixelmon:black_chair                         |     0.50 |        2.50 |
| Pixelmon            | pixelmon:black_clock                         |     0.50 |        2.50 |
| Pixelmon            | pixelmon:black_couch                         |     1.00 |        5.00 |
| Pixelmon            | pixelmon:black_cushion_chair                 |     0.50 |        2.50 |
| Pixelmon            | pixelmon:black_folding_chair                 |     1.00 |        5.00 |
| Pixelmon            | pixelmon:black_rug                           |     0.50 |        2.50 |
| Pixelmon            | pixelmon:black_umbrella                      |     1.00 |        5.00 |
| Pixelmon            | pixelmon:black_vending_machine               |     2.00 |       10.00 |
| Pixelmon            | pixelmon:black_water_float                   |     1.00 |        5.00 |
| Pixelmon            | pixelmon:block.blue_orb                      |     0.00 |        0.00 |
| Pixelmon            | pixelmon:block.red_orb                       |     0.00 |        0.00 |
| Pixelmon            | pixelmon:blue_apricorn_tree                  |     2.00 |       10.00 |
| Pixelmon            | pixelmon:blue_armchair                       |     0.50 |        2.50 |
| Pixelmon            | pixelmon:blue_chair                          |     0.50 |        2.50 |
| Pixelmon            | pixelmon:blue_clock                          |     0.50 |        2.50 |
| Pixelmon            | pixelmon:blue_couch                          |     1.00 |        5.00 |
| Pixelmon            | pixelmon:blue_cushion_chair                  |     0.50 |        2.50 |
| Pixelmon            | pixelmon:blue_folding_chair                  |     1.00 |        5.00 |
| Pixelmon            | pixelmon:blue_rug                            |     0.50 |        2.50 |
| Pixelmon            | pixelmon:blue_umbrella                       |     1.00 |        5.00 |
| Pixelmon            | pixelmon:blue_vending_machine                |     2.00 |       10.00 |
| Pixelmon            | pixelmon:blue_water_float                    |     1.00 |        5.00 |
| Pixelmon            | pixelmon:bolder                              |     1.00 |        5.00 |
| Pixelmon            | pixelmon:box                                 |     0.50 |        2.50 |
| Pixelmon            | pixelmon:braille_block                       |     5.00 |       25.00 |
| Pixelmon            | pixelmon:braille_block2                      |     5.00 |       25.00 |
| Pixelmon            | pixelmon:bridge_block                        |     0.50 |        2.50 |
| Pixelmon            | pixelmon:brown_armchair                      |     0.50 |        2.50 |
| Pixelmon            | pixelmon:brown_chair                         |     0.50 |        2.50 |
| Pixelmon            | pixelmon:brown_clock                         |     0.50 |        2.50 |
| Pixelmon            | pixelmon:brown_couch                         |     1.00 |        5.00 |
| Pixelmon            | pixelmon:brown_cushion_chair                 |     0.50 |        2.50 |
| Pixelmon            | pixelmon:brown_folding_chair                 |     1.00 |        5.00 |
| Pixelmon            | pixelmon:brown_rug                           |     0.50 |        2.50 |
| Pixelmon            | pixelmon:brown_umbrella                      |     1.00 |        5.00 |
| Pixelmon            | pixelmon:brown_vending_machine               |     2.00 |       10.00 |
| Pixelmon            | pixelmon:brown_water_float                   |     1.00 |        5.00 |
| Pixelmon            | pixelmon:cash_register                       |     0.50 |        2.50 |
| Pixelmon            | pixelmon:cave_rock                           |     0.50 |        2.50 |
| Pixelmon            | pixelmon:clear_bell                          |     5.00 |       60.00 |
| Pixelmon            | pixelmon:cloning_machine                     |     1.00 |        5.00 |
| Pixelmon            | pixelmon:clothed_table                       |     0.50 |        2.50 |
| Pixelmon            | pixelmon:cooking_pot                         |     2.50 |       12.50 |
| Pixelmon            | pixelmon:crystal_block                       |     8.50 |       42.50 |
| Pixelmon            | pixelmon:crystal_ore                         |     1.50 |        7.50 |
| Pixelmon            | pixelmon:cyan_armchair                       |     0.50 |        2.50 |
| Pixelmon            | pixelmon:cyan_chair                          |     0.50 |        2.50 |
| Pixelmon            | pixelmon:cyan_clock                          |     0.50 |        2.50 |
| Pixelmon            | pixelmon:cyan_couch                          |     1.00 |        5.00 |
| Pixelmon            | pixelmon:cyan_cushion_chair                  |     0.50 |        2.50 |
| Pixelmon            | pixelmon:cyan_folding_chair                  |     1.00 |        5.00 |
| Pixelmon            | pixelmon:cyan_rug                            |     0.50 |        2.50 |
| Pixelmon            | pixelmon:cyan_umbrella                       |     1.00 |        5.00 |
| Pixelmon            | pixelmon:cyan_vending_machine                |     2.00 |       10.00 |
| Pixelmon            | pixelmon:cyan_water_float                    |     1.00 |        5.00 |
| Pixelmon            | pixelmon:dark_oak_bench                      |     1.00 |        5.00 |
| Pixelmon            | pixelmon:darkworkplace                       |     1.00 |        5.00 |
| Pixelmon            | pixelmon:dawn_dusk_ore                       |     3.00 |       15.00 |
| Pixelmon            | pixelmon:deep_sea                            |     1.00 |        3.00 |
| Pixelmon            | pixelmon:dusty_ruins_wall                    |     5.00 |       25.00 |
| Pixelmon            | pixelmon:elevator                            |     0.80 |        4.00 |
| Pixelmon            | pixelmon:end_table                           |     1.00 |        5.00 |
| Pixelmon            | pixelmon:fan                                 |     0.75 |        3.75 |
| Pixelmon            | pixelmon:fire_stone_ore                      |     3.00 |       15.00 |
| Pixelmon            | pixelmon:fossil                              |     5.00 |       25.00 |
| Pixelmon            | pixelmon:fossil_cleaner                      |     1.00 |        5.00 |
| Pixelmon            | pixelmon:fossil_display                      |     2.00 |       10.00 |
| Pixelmon            | pixelmon:fossil_machine                      |     1.00 |        5.00 |
| Pixelmon            | pixelmon:fridge                              |     0.50 |        2.50 |
| Pixelmon            | pixelmon:full_incense                        |     2.00 |       10.00 |
| Pixelmon            | pixelmon:galarica_cuff                       |     1.00 |        5.00 |
| Pixelmon            | pixelmon:gracideablock                       |     0.00 |        0.00 |
| Pixelmon            | pixelmon:gray_armchair                       |     0.50 |        2.50 |
| Pixelmon            | pixelmon:gray_chair                          |     0.50 |        2.50 |
| Pixelmon            | pixelmon:gray_clock                          |     0.50 |        2.50 |
| Pixelmon            | pixelmon:gray_couch                          |     1.00 |        5.00 |
| Pixelmon            | pixelmon:gray_cushion_chair                  |     0.50 |        2.50 |
| Pixelmon            | pixelmon:gray_folding_chair                  |     1.00 |        5.00 |
| Pixelmon            | pixelmon:gray_rug                            |     0.50 |        2.50 |
| Pixelmon            | pixelmon:gray_umbrella                       |     1.00 |        5.00 |
| Pixelmon            | pixelmon:gray_vending_machine                |     2.00 |       10.00 |
| Pixelmon            | pixelmon:gray_water_float                    |     1.00 |        5.00 |
| Pixelmon            | pixelmon:green_apricorn_tree                 |     2.00 |       10.00 |
| Pixelmon            | pixelmon:green_armchair                      |     0.50 |        2.50 |
| Pixelmon            | pixelmon:green_chair                         |     0.50 |        2.50 |
| Pixelmon            | pixelmon:green_clock                         |     0.50 |        2.50 |
| Pixelmon            | pixelmon:green_couch                         |     1.00 |        5.00 |
| Pixelmon            | pixelmon:green_cushion_chair                 |     0.50 |        2.50 |
| Pixelmon            | pixelmon:green_folding_chair                 |     1.00 |        5.00 |
| Pixelmon            | pixelmon:green_rug                           |     0.50 |        2.50 |
| Pixelmon            | pixelmon:green_umbrella                      |     1.00 |        5.00 |
| Pixelmon            | pixelmon:green_vending_machine               |     2.00 |       10.00 |
| Pixelmon            | pixelmon:green_water_float                   |     1.00 |        5.00 |
| Pixelmon            | pixelmon:gym_sign                            |     1.00 |        5.00 |
| Pixelmon            | pixelmon:hanging_scroll                      |     3.00 |       15.00 |
| Pixelmon            | pixelmon:healer                              |     3.50 |       17.50 |
| Pixelmon            | pixelmon:hidden_cube                         |     2.00 |       10.00 |
| Pixelmon            | pixelmon:hidden_iron_door                    |    -1.00 |       10.00 |
| Pixelmon            | pixelmon:hidden_pressure_plate               |    -1.00 |        5.00 |
| Pixelmon            | pixelmon:hidden_wooden_door                  |    -1.00 |        5.00 |
| Pixelmon            | pixelmon:ice_rock                            |     5.00 |       25.00 |
| Pixelmon            | pixelmon:ilex_shrine                         |    -1.00 |        0.00 |
| Pixelmon            | pixelmon:incense_burner                      |     2.00 |       10.00 |
| Pixelmon            | pixelmon:infuser                             |     2.50 |       12.50 |
| Pixelmon            | pixelmon:inside_wall                         |     0.50 |        2.50 |
| Pixelmon            | pixelmon:inside_wall_molding                 |     0.50 |        2.50 |
| Pixelmon            | pixelmon:jungle_bench                        |     1.00 |        5.00 |
| Pixelmon            | pixelmon:lax_incense                         |     2.00 |       10.00 |
| Pixelmon            | pixelmon:leaf_stone_ore                      |     3.00 |       15.00 |
| Pixelmon            | pixelmon:letterbox_standing_black            |     1.00 |        5.00 |
| Pixelmon            | pixelmon:letterbox_standing_blue             |     1.00 |        5.00 |
| Pixelmon            | pixelmon:letterbox_standing_brown            |     1.00 |        5.00 |
| Pixelmon            | pixelmon:letterbox_standing_cyan             |     1.00 |        5.00 |
| Pixelmon            | pixelmon:letterbox_standing_gray             |     1.00 |        5.00 |
| Pixelmon            | pixelmon:letterbox_standing_green            |     1.00 |        5.00 |
| Pixelmon            | pixelmon:letterbox_standing_light_blue       |     1.00 |        5.00 |
| Pixelmon            | pixelmon:letterbox_standing_lime             |     1.00 |        5.00 |
| Pixelmon            | pixelmon:letterbox_standing_magenta          |     1.00 |        5.00 |
| Pixelmon            | pixelmon:letterbox_standing_orange           |     1.00 |        5.00 |
| Pixelmon            | pixelmon:letterbox_standing_pink             |     1.00 |        5.00 |
| Pixelmon            | pixelmon:letterbox_standing_purple           |     1.00 |        5.00 |
| Pixelmon            | pixelmon:letterbox_standing_red              |     1.00 |        5.00 |
| Pixelmon            | pixelmon:letterbox_standing_silver           |     1.00 |        5.00 |
| Pixelmon            | pixelmon:letterbox_standing_white            |     1.00 |        5.00 |
| Pixelmon            | pixelmon:letterbox_standing_yellow           |     1.00 |        5.00 |
| Pixelmon            | pixelmon:letterbox_wall_black                |     1.00 |        5.00 |
| Pixelmon            | pixelmon:letterbox_wall_blue                 |     1.00 |        5.00 |
| Pixelmon            | pixelmon:letterbox_wall_brown                |     1.00 |        5.00 |
| Pixelmon            | pixelmon:letterbox_wall_cyan                 |     1.00 |        5.00 |
| Pixelmon            | pixelmon:letterbox_wall_gray                 |     1.00 |        5.00 |
| Pixelmon            | pixelmon:letterbox_wall_green                |     1.00 |        5.00 |
| Pixelmon            | pixelmon:letterbox_wall_light_blue           |     1.00 |        5.00 |
| Pixelmon            | pixelmon:letterbox_wall_lime                 |     1.00 |        5.00 |
| Pixelmon            | pixelmon:letterbox_wall_magenta              |     1.00 |        5.00 |
| Pixelmon            | pixelmon:letterbox_wall_orange               |     1.00 |        5.00 |
| Pixelmon            | pixelmon:letterbox_wall_pink                 |     1.00 |        5.00 |
| Pixelmon            | pixelmon:letterbox_wall_purple               |     1.00 |        5.00 |
| Pixelmon            | pixelmon:letterbox_wall_red                  |     1.00 |        5.00 |
| Pixelmon            | pixelmon:letterbox_wall_silver               |     1.00 |        5.00 |
| Pixelmon            | pixelmon:letterbox_wall_white                |     1.00 |        5.00 |
| Pixelmon            | pixelmon:letterbox_wall_yellow               |     1.00 |        5.00 |
| Pixelmon            | pixelmon:lightblue_armchair                  |     0.50 |        2.50 |
| Pixelmon            | pixelmon:lightblue_couch                     |     1.00 |        5.00 |
| Pixelmon            | pixelmon:lightworkplace                      |     1.00 |        5.00 |
| Pixelmon            | pixelmon:lime_armchair                       |     0.50 |        2.50 |
| Pixelmon            | pixelmon:lime_couch                          |     1.00 |        5.00 |
| Pixelmon            | pixelmon:luck_incense                        |     2.00 |       10.00 |
| Pixelmon            | pixelmon:magenta_armchair                    |     0.50 |        2.50 |
| Pixelmon            | pixelmon:magenta_couch                       |     1.00 |        5.00 |
| Pixelmon            | pixelmon:mailbox_black                       |     1.00 |        5.00 |
| Pixelmon            | pixelmon:mailbox_blue                        |     1.00 |        5.00 |
| Pixelmon            | pixelmon:mailbox_brown                       |     1.00 |        5.00 |
| Pixelmon            | pixelmon:mailbox_cyan                        |     1.00 |        5.00 |
| Pixelmon            | pixelmon:mailbox_gray                        |     1.00 |        5.00 |
| Pixelmon            | pixelmon:mailbox_green                       |     1.00 |        5.00 |
| Pixelmon            | pixelmon:mailbox_light_blue                  |     1.00 |        5.00 |
| Pixelmon            | pixelmon:mailbox_lime                        |     1.00 |        5.00 |
| Pixelmon            | pixelmon:mailbox_magenta                     |     1.00 |        5.00 |
| Pixelmon            | pixelmon:mailbox_orange                      |     1.00 |        5.00 |
| Pixelmon            | pixelmon:mailbox_pink                        |     1.00 |        5.00 |
| Pixelmon            | pixelmon:mailbox_purple                      |     1.00 |        5.00 |
| Pixelmon            | pixelmon:mailbox_red                         |     1.00 |        5.00 |
| Pixelmon            | pixelmon:mailbox_silver                      |     1.00 |        5.00 |
| Pixelmon            | pixelmon:mailbox_white                       |     1.00 |        5.00 |
| Pixelmon            | pixelmon:mailbox_yellow                      |     1.00 |        5.00 |
| Pixelmon            | pixelmon:master_chest                        |    -1.00 | 18000000.00 |
| Pixelmon            | pixelmon:max_mushroom_block                  |     0.00 |        0.00 |
| Pixelmon            | pixelmon:mechanical_anvil                    |     2.50 |       12.50 |
| Pixelmon            | pixelmon:mint_crop                           |     0.00 |        0.00 |
| Pixelmon            | pixelmon:moltres_shrine                      |    -1.00 | 18000000.00 |
| Pixelmon            | pixelmon:moss_rock                           |     5.00 |       25.00 |
| Pixelmon            | pixelmon:movement_plate                      |     2.50 |       12.50 |
| Pixelmon            | pixelmon:mower                               |     0.75 |        3.75 |
| Pixelmon            | pixelmon:mug_ball                            |     1.00 |        5.00 |
| Pixelmon            | pixelmon:mug_base                            |     1.00 |        5.00 |
| Pixelmon            | pixelmon:mug_pika                            |     1.00 |        5.00 |
| Pixelmon            | pixelmon:music_block                         |    -1.00 |        0.00 |
| Pixelmon            | pixelmon:odd_incense                         |     2.00 |       10.00 |
| Pixelmon            | pixelmon:orange_armchair                     |     0.50 |        2.50 |
| Pixelmon            | pixelmon:orange_chair                        |     0.50 |        2.50 |
| Pixelmon            | pixelmon:orange_clock                        |     0.50 |        2.50 |
| Pixelmon            | pixelmon:orange_couch                        |     1.00 |        5.00 |
| Pixelmon            | pixelmon:orange_cushion_chair                |     0.50 |        2.50 |
| Pixelmon            | pixelmon:orange_folding_chair                |     1.00 |        5.00 |
| Pixelmon            | pixelmon:orange_rug                          |     0.50 |        2.50 |
| Pixelmon            | pixelmon:orange_umbrella                     |     1.00 |        5.00 |
| Pixelmon            | pixelmon:orange_vending_machine              |     2.00 |       10.00 |
| Pixelmon            | pixelmon:orange_water_float                  |     1.00 |        5.00 |
| Pixelmon            | pixelmon:outside_wall                        |     0.50 |        2.50 |
| Pixelmon            | pixelmon:pc                                  |     2.50 |       12.50 |
| Pixelmon            | pixelmon:picket_fence                        |     1.00 |        5.00 |
| Pixelmon            | pixelmon:pink_apricorn_tree                  |     2.00 |       10.00 |
| Pixelmon            | pixelmon:pink_armchair                       |     0.50 |        2.50 |
| Pixelmon            | pixelmon:pink_chair                          |     0.50 |        2.50 |
| Pixelmon            | pixelmon:pink_clock                          |     0.50 |        2.50 |
| Pixelmon            | pixelmon:pink_couch                          |     1.00 |        5.00 |
| Pixelmon            | pixelmon:pink_cushion_chair                  |     0.50 |        2.50 |
| Pixelmon            | pixelmon:pink_folding_chair                  |     1.00 |        5.00 |
| Pixelmon            | pixelmon:pink_rug                            |     0.50 |        2.50 |
| Pixelmon            | pixelmon:pink_umbrella                       |     1.00 |        5.00 |
| Pixelmon            | pixelmon:pink_vending_machine                |     2.00 |       10.00 |
| Pixelmon            | pixelmon:pink_water_float                    |     1.00 |        5.00 |
| Pixelmon            | pixelmon:pixelmon_grass                      |     3.00 |       15.00 |
| Pixelmon            | pixelmon:pixelmon_spawner                    |    -1.00 | 18000000.00 |
| Pixelmon            | pixelmon:plateholder                         |    -1.00 |        0.00 |
| Pixelmon            | pixelmon:poke_chest                          |    -1.00 | 18000000.00 |
| Pixelmon            | pixelmon:poke_dirt                           |     0.50 |        2.50 |
| Pixelmon            | pixelmon:poke_gift                           |     0.50 |        2.50 |
| Pixelmon            | pixelmon:poke_gift_event                     |     0.50 |        2.50 |
| Pixelmon            | pixelmon:poke_grass                          |     0.50 |        2.50 |
| Pixelmon            | pixelmon:poke_sand                           |     0.50 |        2.50 |
| Pixelmon            | pixelmon:poke_sand_corner1                   |     0.50 |        2.50 |
| Pixelmon            | pixelmon:poke_sand_corner2                   |     0.50 |        2.50 |
| Pixelmon            | pixelmon:poke_sand_corner3                   |     0.50 |        2.50 |
| Pixelmon            | pixelmon:poke_sand_corner4                   |     0.50 |        2.50 |
| Pixelmon            | pixelmon:poke_sand_side1                     |     0.50 |        2.50 |
| Pixelmon            | pixelmon:poke_sand_side2                     |     0.50 |        2.50 |
| Pixelmon            | pixelmon:poke_sand_side3                     |     0.50 |        2.50 |
| Pixelmon            | pixelmon:poke_sand_side4                     |     0.50 |        2.50 |
| Pixelmon            | pixelmon:pokecenter_sign                     |     0.50 |        2.50 |
| Pixelmon            | pixelmon:pokemart_sign                       |     0.50 |        2.50 |
| Pixelmon            | pixelmon:pure_incense                        |     2.00 |       10.00 |
| Pixelmon            | pixelmon:purple_armchair                     |     0.50 |        2.50 |
| Pixelmon            | pixelmon:purple_chair                        |     0.50 |        2.50 |
| Pixelmon            | pixelmon:purple_clock                        |     0.50 |        2.50 |
| Pixelmon            | pixelmon:purple_couch                        |     1.00 |        5.00 |
| Pixelmon            | pixelmon:purple_cushion_chair                |     0.50 |        2.50 |
| Pixelmon            | pixelmon:purple_folding_chair                |     1.00 |        5.00 |
| Pixelmon            | pixelmon:purple_rug                          |     0.50 |        2.50 |
| Pixelmon            | pixelmon:purple_umbrella                     |     1.00 |        5.00 |
| Pixelmon            | pixelmon:purple_vending_machine              |     2.00 |       10.00 |
| Pixelmon            | pixelmon:purple_water_float                  |     1.00 |        5.00 |
| Pixelmon            | pixelmon:ranch                               |     2.50 |       12.50 |
| Pixelmon            | pixelmon:reassembly_unit                     |     2.50 |       12.50 |
| Pixelmon            | pixelmon:red_apricorn_tree                   |     2.00 |       10.00 |
| Pixelmon            | pixelmon:red_armchair                        |     0.50 |        2.50 |
| Pixelmon            | pixelmon:red_chair                           |     0.50 |        2.50 |
| Pixelmon            | pixelmon:red_clock                           |     0.50 |        2.50 |
| Pixelmon            | pixelmon:red_couch                           |     1.00 |        5.00 |
| Pixelmon            | pixelmon:red_cushion_chair                   |     0.50 |        2.50 |
| Pixelmon            | pixelmon:red_folding_chair                   |     1.00 |        5.00 |
| Pixelmon            | pixelmon:red_rug                             |     0.50 |        2.50 |
| Pixelmon            | pixelmon:red_umbrella                        |     1.00 |        5.00 |
| Pixelmon            | pixelmon:red_vending_machine                 |     2.00 |       10.00 |
| Pixelmon            | pixelmon:red_water_float                     |     1.00 |        5.00 |
| Pixelmon            | pixelmon:relic_band                          |     1.00 |        5.00 |
| Pixelmon            | pixelmon:relic_crown                         |     1.00 |        5.00 |
| Pixelmon            | pixelmon:relic_statue                        |     1.00 |        5.00 |
| Pixelmon            | pixelmon:relic_vase                          |     1.00 |        5.00 |
| Pixelmon            | pixelmon:rock                                |     0.50 |        2.50 |
| Pixelmon            | pixelmon:rock_incense                        |     2.00 |       10.00 |
| Pixelmon            | pixelmon:rose_incense                        |     2.00 |       10.00 |
| Pixelmon            | pixelmon:ruby_block                          |     8.50 |       42.50 |
| Pixelmon            | pixelmon:ruby_ore                            |     1.50 |        7.50 |
| Pixelmon            | pixelmon:ruins_wall                          |     5.00 |       25.00 |
| Pixelmon            | pixelmon:sandy_grass                         |     0.50 |        2.50 |
| Pixelmon            | pixelmon:sapphire_block                      |     8.50 |       42.50 |
| Pixelmon            | pixelmon:sapphire_ore                        |     1.50 |        7.50 |
| Pixelmon            | pixelmon:sea_incense                         |     2.00 |       10.00 |
| Pixelmon            | pixelmon:shingles                            |     0.50 |        2.50 |
| Pixelmon            | pixelmon:shingles_corner1                    |     0.50 |        2.50 |
| Pixelmon            | pixelmon:shingles_corner2                    |     0.50 |        2.50 |
| Pixelmon            | pixelmon:silicon_block                       |     8.50 |       42.50 |
| Pixelmon            | pixelmon:silicon_ore                         |     1.20 |        6.00 |
| Pixelmon            | pixelmon:silver_armchair                     |     0.50 |        2.50 |
| Pixelmon            | pixelmon:silver_couch                        |     1.00 |        5.00 |
| Pixelmon            | pixelmon:spawner_cave_rock                   |     0.50 |        2.50 |
| Pixelmon            | pixelmon:spruce_bench                        |     1.00 |        5.00 |
| Pixelmon            | pixelmon:standing_scroll                     |     3.00 |       15.00 |
| Pixelmon            | pixelmon:stick_plate                         |     2.50 |       12.50 |
| Pixelmon            | pixelmon:street_light                        |     1.00 |        5.00 |
| Pixelmon            | pixelmon:sun_stone_ore                       |     3.00 |       15.00 |
| Pixelmon            | pixelmon:temple_block                        |     5.00 |       25.00 |
| Pixelmon            | pixelmon:temple_brick                        |     5.00 |       25.00 |
| Pixelmon            | pixelmon:temple_brick_double_slab            |     0.00 |        0.00 |
| Pixelmon            | pixelmon:temple_brick_slab                   |     0.00 |        0.00 |
| Pixelmon            | pixelmon:temple_brick_stairs                 |     5.00 |       25.00 |
| Pixelmon            | pixelmon:temple_double_slab                  |     0.00 |        0.00 |
| Pixelmon            | pixelmon:temple_pillar                       |     6.50 |       32.50 |
| Pixelmon            | pixelmon:temple_slab                         |     0.00 |        0.00 |
| Pixelmon            | pixelmon:temple_stairs                       |     5.00 |       25.00 |
| Pixelmon            | pixelmon:temporary_light                     |     0.00 |        0.00 |
| Pixelmon            | pixelmon:thunder_stone_ore                   |     3.00 |       15.00 |
| Pixelmon            | pixelmon:tidal_bell                          |     5.00 |       60.00 |
| Pixelmon            | pixelmon:timed_fall                          |     1.00 |        5.00 |
| Pixelmon            | pixelmon:timespace_altar                     |    -1.00 | 18000000.00 |
| Pixelmon            | pixelmon:trade_machine                       |     3.50 |       17.50 |
| Pixelmon            | pixelmon:trash_can                           |     1.00 |        5.00 |
| Pixelmon            | pixelmon:tree                                |     0.50 |        2.50 |
| Pixelmon            | pixelmon:tree_bottom                         |     0.50 |        2.50 |
| Pixelmon            | pixelmon:tree_top                            |     0.50 |        2.50 |
| Pixelmon            | pixelmon:tv                                  |     1.00 |        5.00 |
| Pixelmon            | pixelmon:tv2                                 |     1.00 |        5.00 |
| Pixelmon            | pixelmon:tv3                                 |     1.00 |        5.00 |
| Pixelmon            | pixelmon:ultra_chest                         |    -1.00 | 18000000.00 |
| Pixelmon            | pixelmon:unown_block                         |     5.00 |       25.00 |
| Pixelmon            | pixelmon:unown_block2                        |     5.00 |       25.00 |
| Pixelmon            | pixelmon:warp_plate                          |    -1.00 |        0.00 |
| Pixelmon            | pixelmon:washing_machine                     |     0.75 |        3.75 |
| Pixelmon            | pixelmon:water_stone_ore                     |     3.00 |       15.00 |
| Pixelmon            | pixelmon:wave_incense                        |     2.00 |       10.00 |
| Pixelmon            | pixelmon:white_apricorn_tree                 |     2.00 |       10.00 |
| Pixelmon            | pixelmon:white_armchair                      |     0.50 |        2.50 |
| Pixelmon            | pixelmon:white_chair                         |     0.50 |        2.50 |
| Pixelmon            | pixelmon:white_clock                         |     0.50 |        2.50 |
| Pixelmon            | pixelmon:white_couch                         |     1.00 |        5.00 |
| Pixelmon            | pixelmon:white_cushion_chair                 |     0.50 |        2.50 |
| Pixelmon            | pixelmon:white_folding_chair                 |     1.00 |        5.00 |
| Pixelmon            | pixelmon:white_rug                           |     0.50 |        2.50 |
| Pixelmon            | pixelmon:white_umbrella                      |     1.00 |        5.00 |
| Pixelmon            | pixelmon:white_vending_machine               |     2.00 |       10.00 |
| Pixelmon            | pixelmon:white_water_float                   |     1.00 |        5.00 |
| Pixelmon            | pixelmon:window1                             |     0.50 |        2.50 |
| Pixelmon            | pixelmon:window2                             |     0.50 |        2.50 |
| Pixelmon            | pixelmon:wooden_flooring                     |     0.50 |        2.50 |
| Pixelmon            | pixelmon:yellow_apricorn_tree                |     2.00 |       10.00 |
| Pixelmon            | pixelmon:yellow_armchair                     |     0.50 |        2.50 |
| Pixelmon            | pixelmon:yellow_chair                        |     0.50 |        2.50 |
| Pixelmon            | pixelmon:yellow_clock                        |     0.50 |        2.50 |
| Pixelmon            | pixelmon:yellow_couch                        |     1.00 |        5.00 |
| Pixelmon            | pixelmon:yellow_cushion_chair                |     0.50 |        2.50 |
| Pixelmon            | pixelmon:yellow_folding_chair                |     1.00 |        5.00 |
| Pixelmon            | pixelmon:yellow_rug                          |     0.50 |        2.50 |
| Pixelmon            | pixelmon:yellow_umbrella                     |     1.00 |        5.00 |
| Pixelmon            | pixelmon:yellow_vending_machine              |     2.00 |       10.00 |
| Pixelmon            | pixelmon:yellow_water_float                  |     1.00 |        5.00 |
| Pixelmon            | pixelmon:zapdos_shrine                       |    -1.00 | 18000000.00 |
| Pixelmon            | pixelmon:zygarde_cell                        |     0.00 |        0.00 |
| Pixelmon            | pixelmon:zygarde_core                        |     0.00 |        0.00 |
| Pixelmon TCG        | tcg:card_printer                             |     1.50 |       30.00 |
| Pixelmon TCG        | tcg:large_battle_controller                  |     1.50 |       30.00 |
| Pixelmon TCG        | tcg:medium_battle_controller                 |     1.50 |       30.00 |
| Pixelmon TCG        | tcg:small_battle_controller                  |     1.50 |       30.00 |
| RFTools             | rftools:analog_block                         |     2.00 |       10.00 |
| RFTools             | rftools:block_protector                      |     0.00 |        0.00 |
| RFTools             | rftools:booster                              |     2.00 |       10.00 |
| RFTools             | rftools:builder                              |     2.00 |       10.00 |
| RFTools             | rftools:camo_shield_block                    |    -1.00 | 18000000.00 |
| RFTools             | rftools:camo_shield_block_opaque             |    -1.00 | 18000000.00 |
| RFTools             | rftools:coalgenerator                        |     0.00 |        0.00 |
| RFTools             | rftools:composer                             |     2.00 |       10.00 |
| RFTools             | rftools:counter_block                        |     2.00 |       10.00 |
| RFTools             | rftools:crafter1                             |     0.00 |        0.00 |
| RFTools             | rftools:crafter2                             |     0.00 |        0.00 |
| RFTools             | rftools:crafter3                             |     0.00 |        0.00 |
| RFTools             | rftools:creative_screen                      |     2.00 |       10.00 |
| RFTools             | rftools:destination_analyzer                 |     2.00 |       10.00 |
| RFTools             | rftools:dialing_device                       |     2.00 |       10.00 |
| RFTools             | rftools:digit_block                          |     2.00 |       10.00 |
| RFTools             | rftools:dimensional_shard_ore                |     3.00 |       15.00 |
| RFTools             | rftools:elevator                             |     2.00 |       10.00 |
| RFTools             | rftools:ender_monitor                        |     2.00 |       10.00 |
| RFTools             | rftools:endergenic                           |     2.00 |       10.00 |
| RFTools             | rftools:environmental_controller             |     2.00 |       10.00 |
